screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment,partition
NarendraKBJP,3,0,1,1,0,False,7,0,6,TweetDeck,5,N0
sandymaan51,1,2,2,3,0,False,9,4,3,Twitter for Android,6,N0
11patelmukesh,1,3,1,3,1,False,0,0,0,Twitter Web Client,3,N0
RajeevBanduni,2,1,4,1,3,False,6,4,3,Twitter for iPhone,6,N7
aposhatwar,1,2,3,1,2,False,4,1,0,Twitter for Android,7,N0
manuknl,4,0,1,0,0,False,9,2,6,Twitter for Android,6,N4
PratikJoshi1987,2,1,0,1,1,False,1,4,5,Instagram,5,N7
Matters_India,1,0,1,2,3,False,0,0,0,WordPress.com,5,N0
abhisheksinghjb,2,2,0,1,4,False,3,4,4,Mobile Web (M5),6,N7
no2uid,2,1,1,0,1,False,5,0,5,Twitter Web Client,4,N7
Iam_ksanoj,1,2,1,0,3,False,2,2,5,Facebook,5,N0
ATamariya,0,1,2,2,1,False,1,4,3,Twitter for Android,4,N5
palaram5311,0,3,0,2,0,False,8,4,0,Twitter for Android,7,N5
PRANAYNORDIC,0,2,1,1,0,False,7,1,4,Twitter for Windows,4,N0
Raghavyuva123,3,2,0,1,2,False,3,3,6,Twitter for Android,6,N9
vka_raj,1,0,1,3,1,False,0,0,4,Twitter Web Client,4,N0
dubeyyjd,2,0,1,1,4,False,5,3,3,Twitter for iPhone,5,N0
suvie_chandra,0,3,1,2,0,False,4,1,0,TweetDeck,6,N5
suresh_batha,1,2,3,1,1,False,6,2,0,Twitter for iPhone,6,N0
balwant_singh77,4,3,1,3,1,False,9,4,5,Twitter for Android,7,N0
abhi2rai,1,0,2,1,2,False,4,4,0,Fenix for Android,5,N0
EqubalHamza,2,2,0,1,3,False,2,1,4,Facebook,5,N7
BeingWorldian,2,1,1,0,2,False,5,0,4,Mobile Web (M2),6,N7
BNyickyor,2,1,1,0,4,False,4,2,5,Twitter for iPhone,6,N7
sidhmallinathan,3,1,0,1,4,False,7,3,3,Twitter for Android,5,N9
dharmpaljodha77,2,3,0,2,1,False,8,4,0,Twitter for Android,7,N7
rajcerin,1,1,1,2,0,False,0,2,3,Twitter Web Client,4,N0
ShivrajJebaliya,0,2,0,0,3,False,8,2,6,Twitter for Android,6,N5
rohit_manas,3,0,1,1,0,False,0,0,6,Twitter Web Client,4,N9
td_das,1,2,1,0,3,False,3,4,3,Twitter for Windows Phone,5,N0
RAMESHWARLALMA1,0,0,1,1,0,False,1,1,5,Twitter for Android,8,N0
sunil_chhawari,1,2,2,1,1,False,6,2,0,TweetDeck,5,N0
MadanBatra2,2,3,1,3,1,False,9,4,5,Twitter for Android,7,N7
pramodvrao,1,0,2,1,2,False,5,4,0,Twitter for iPhone,6,N0
BehanJi4CM,2,2,0,1,1,False,7,1,6,Mobile Web (M5),5,N7
amitbhatia99902,2,1,1,1,3,False,2,0,4,Facebook,4,N7
Hkveergurjar,1,2,1,2,2,False,8,3,0,Twitter for Windows Phone,6,N0
rohitkath,2,1,0,1,2,False,7,3,5,Twitter for iPhone,5,N7
TheManojGarg,1,1,3,2,0,False,4,4,3,Twitter for Android,6,N0
namkeen_mirchi,0,1,1,2,1,False,0,0,3,Twitter for Android,3,N0
JasvirSingh7777,2,3,1,3,0,False,8,4,0,Twitter Web Client,7,N7
sparsh92920074,3,2,0,2,0,False,9,4,4,Twitter for Android,6,N9
tamil_vijaybro,1,3,1,0,3,False,4,0,6,Twitter for iPhone,5,N0
aditya_astro,2,0,1,1,4,False,0,1,0,Mobile Web (M2),4,N7
Greg13OneWorld,0,2,0,1,1,False,6,2,3,Twitter for Android,3,N5
topofficials,1,0,1,0,1,False,3,0,5,Twitter Web Client,5,N4
MadhupGarg,1,1,2,1,2,False,3,2,4,Twitter for Android,4,N0
amol_kulk,2,2,4,1,2,False,5,1,6,Twitter for Android,6,N7
MANIKTAHLABHI,2,0,1,1,3,False,2,4,0,Twitter for iPad,5,N0
FansShashi,1,3,1,2,0,False,8,1,0,TweetDeck,6,N0
kaushalsingla2k,1,3,0,1,2,False,7,3,5,Twitter for iPhone,5,N0
SudhirG97909939,0,1,1,1,0,False,6,3,3,Mobile Web (M5),4,N0
sachdevasonam27,2,2,1,3,1,False,9,4,3,Twitter for Android,8,N7
Niki3484,1,1,0,2,2,False,7,4,0,Twitter for Android,7,N5
ahsiA_Aisha,2,2,0,2,4,False,6,4,4,Twitter for Android,6,N7
1GABRU,1,1,1,0,3,False,2,0,3,Twitter for iPhone,6,N0
parsanttanwar,0,0,1,1,0,False,4,2,0,Twitter for Windows,5,N5
UjjainAbhay,1,3,0,1,1,False,0,1,5,Twitter for iPhone,4,N0
GirishRPawar,0,2,1,2,1,False,8,2,3,Twitter Web Client,5,N0
TNBJPITCELL,3,2,1,0,0,False,3,3,6,Twitter for Android,5,N9
apkrishn,2,1,1,1,3,False,4,1,6,Twitter Web Client,3,N0
nglatne,2,1,2,1,2,False,3,4,0,Twitter for Android,3,N7
charanj60362600,0,0,1,1,0,False,6,0,4,Raid for Android,6,N5
Siddhu381,1,4,1,1,2,False,0,1,5,Twitter Web Client,4,N0
RohanRohanrai,1,3,3,1,1,False,7,2,3,Twitter for Android,5,N0
Shikhadudeja1,2,2,0,3,2,False,9,4,3,Twitter for Android,6,N7
P_morni00,1,2,0,2,1,False,5,4,0,Twitter for Android,7,N0
insanrajni2,2,3,1,3,2,False,8,4,4,Twitter for Android,7,N7
sumedhasobti,1,1,1,0,1,False,6,0,4,Twitter for iPhone,6,N0
chandni_chawk,0,0,1,1,0,False,9,3,0,TweetDeck,6,N5
sachintidke2,1,1,0,1,3,False,1,4,4,Twitter for iPhone,4,N0
BANGLARMAATI,1,0,1,2,0,False,5,0,5,Twitter Web Client,5,N0
Preetham_Offl,2,2,0,0,4,False,3,4,3,Twitter for Android,5,N7
AnujTodi,1,2,1,0,2,False,4,1,6,Twitter for iPhone,5,N0
masonma71,2,1,1,1,3,False,4,3,3,Twitter Web Client,4,N7
PB03Gagan,0,1,2,1,0,False,5,1,0,Twitter for Android,6,N5
ankushkchauhan,0,0,1,1,1,False,0,0,3,dlvr.it,4,N0
ShastriVimal,1,3,1,1,3,False,2,3,0,Mobile Web (M2),5,N0
jotsekhon11,2,4,0,1,1,False,1,2,3,Twitter for Android,6,N7
ShyamIndoliya,1,2,0,1,2,False,3,2,5,Twitter Web Client,4,N0
rani_prani6994,2,2,1,3,1,False,7,4,3,Twitter for Android,7,N0
indian_blooded,1,3,1,2,0,False,8,1,0,TweetDeck,6,N0
Jagmeet1900,0,3,0,1,1,False,9,4,4,Twitter for Android,7,N5
J_for_Jk,2,1,0,1,2,False,2,4,4,Twitter for BlackBerry,6,N7
amitc17,1,3,1,2,0,False,7,0,5,Twitter Web Client,6,N0
Happy_Platz,0,1,1,2,0,False,3,4,0,Mobile Web (M5),5,N5
eWalletIndia,1,1,1,0,1,False,6,1,6,Twitter for iPhone,5,N0
sif81,2,0,1,0,3,False,4,3,3,Twitter for Android,5,N7
saurabh0406,1,1,0,3,2,False,4,4,4,Twitter for Android,4,N0
bciitjee,0,0,1,1,0,False,0,0,0,Facebook,5,N5
WhatPardeepSays,2,2,1,1,3,False,5,3,5,Twitter for Windows,6,N0
AnkurBisen1,1,1,2,1,1,False,1,2,3,Twitter for iPhone,5,N0
Its_me_pervaiz,1,4,0,1,1,False,8,2,3,Twitter for Android,4,N0
deekshasingh89,2,2,1,1,3,False,3,1,4,Twitter Web Client,7,N0
AjmerSufi,1,2,0,1,2,False,0,3,0,Twitter for Windows Phone,6,N0
sarojinsa19,0,0,1,2,1,False,8,2,0,Twitter for Android,7,N5
sharryinsan67,0,2,0,1,0,False,9,4,4,Twitter for Android,8,N5
KarulkarGirish,2,3,1,1,2,False,8,1,5,Twitter Web Client,6,N7
iamshaina,1,1,1,2,0,False,3,0,5,Twitter Web Client,4,N0
ashok6593,1,1,1,0,1,False,2,4,6,Twitter for iPhone,5,N0
RakeshDas384,0,3,1,0,2,False,5,4,3,Twitter for Android,6,N5
jai98777,1,3,0,2,2,False,0,4,3,Twitter for Android,4,N0
imgirishkhera,0,0,1,1,0,False,7,0,0,IFTTT,5,N5
FELURIWALofPAAP,2,2,1,1,3,False,6,1,6,Twitter for iPhone,5,N0
ratnesh_4,1,2,2,1,1,False,4,3,3,Twitter for iPhone,6,N0
Sun_Krishna,1,1,1,3,1,False,0,0,0,Facebook,5,N0
mailtodanish,2,2,1,1,3,False,5,2,4,Facebook,5,N0
princerai62,2,2,0,1,4,False,3,4,5,Twitter for Android,6,N0
ShankarGopalak,2,0,1,1,1,False,7,2,0,Mobile Web (M5),4,N7
ankitrohilla816,0,2,0,1,0,False,9,4,5,Twitter for Android,7,N5
navjeet11021999,1,0,1,3,0,False,6,3,4,Twitter for Android,6,N0
Mohanac23448078,0,1,1,2,0,False,3,2,4,Twitter for Android,4,N5
GeekBoyOfficial,1,1,1,0,1,False,5,0,6,Twitter Web Client,6,N0
SonuBai64234791,1,1,0,2,3,False,8,4,3,Twitter for Android,6,N0
VisakhaSingh10,0,3,0,1,2,False,6,4,0,Twitter for Android,7,N5
Abhi_ASE,1,0,1,0,2,False,2,0,3,Facebook,5,N4
sujitmohan88,2,2,1,0,1,False,5,1,5,Twitter for iPhone,5,N7
EraviGopan,1,2,3,1,2,False,0,4,3,Twitter for iPhone,6,N0
RounaqNeroy,1,1,2,1,1,False,3,1,3,Twitter for iPhone,5,N0
varunchoudhary2,2,2,1,1,1,False,4,3,0,Twitter for iPad,5,N0
meradesh_mahaan,2,2,1,1,4,False,9,0,4,Twitter Web Client,6,N0
SundeepKPal,0,3,1,1,0,False,7,2,3,Twitter for iPhone,4,N0
Sailab9,0,2,0,1,0,False,8,4,5,Twitter for Android,7,N5
vivekaggarwal78,2,0,1,1,3,False,1,0,0,Twitter for Android,3,N0
ceradevcera,1,1,1,2,2,False,6,1,5,Twitter for Android,4,N0
krishnathakur,1,0,1,2,3,False,7,4,6,Twitter Web Client,5,N0
tannaparag,2,1,1,0,1,False,6,3,4,Twitter for Android,6,N0
Shaliniddun,1,3,1,3,0,False,9,4,0,Twitter for Android,7,N0
Suman_Basak_,1,1,0,1,2,False,1,4,3,Facebook,6,N0
hardikmakadia,2,1,1,0,1,False,5,2,5,Twitter for iPhone,6,N7
_F9_F10,1,2,0,1,2,False,4,3,0,Twitter for Windows,5,N0
aijazahmedit,1,1,1,2,0,False,0,0,3,Google,5,N0
zameera78300782,2,2,0,1,4,False,4,1,3,Twitter for Android,5,N7
Avneep_Nair,0,3,1,1,1,False,5,4,0,Twitter for Windows Phone,4,N0
jholkejri1,0,0,1,1,0,False,9,0,4,TweetDeck,5,N0
JessicaLouviere,1,2,0,1,3,False,0,1,0,Twitter Web Client,6,N0
thakkar2020,2,1,1,0,2,False,3,0,0,Twitter for iPhone,4,N7
Swachh_Mumbai,1,2,2,1,0,False,6,1,3,Twitter for Android,4,N0
jaspreet034,0,1,1,2,0,False,7,4,3,Twitter for Android,8,N5
digitallguru,1,0,1,0,1,False,4,2,4,Twitter for iPhone,5,N0
SharmaDss,1,3,1,3,1,False,9,4,0,Twitter for Android,7,N0
sshenolikar,2,1,0,1,3,False,2,4,6,Twitter for Android,6,N7
anchitkhar,2,1,1,2,2,False,3,3,5,Twitter for Android,6,N7
howzzattt,1,0,0,1,2,False,6,1,5,Twitter Web Client,5,N4
PrajaktaGaikw15,1,2,1,0,1,False,5,2,3,Twitter Web Client,6,N0
itsneelkamal,2,1,1,1,4,False,3,0,4,Facebook,5,N0
Manisha29909990,0,2,0,1,0,False,8,4,0,Twitter for Android,7,N5
Senthil92511721,0,2,1,1,1,False,1,0,4,Mobile Web (M5),5,N0
DrHarish_Joshi,2,0,1,1,0,False,0,1,6,Facebook,6,N0
kaushalkumarya,1,3,0,1,2,False,7,4,0,Mobile Web (M5),5,N0
lazybsingh,1,3,1,3,0,False,0,0,3,Twitter for Android,4,N0
skwaseem18,0,2,1,2,0,False,1,3,0,Twitter for Android,6,N5
finaco_in,1,2,1,0,3,False,6,1,5,Twitter Web Client,5,N0
gyanendra_swamy,0,1,1,1,1,False,9,4,0,Twitter for iPad,4,N0
Raisahab11,1,3,2,1,3,False,4,4,3,Twitter for Android,6,N0
voyagergalactic,2,1,1,0,2,False,5,2,6,Twitter for Android,5,N7
shubhi1622,1,1,0,1,0,False,9,4,5,Twitter for iPhone,4,N0
jvij1967,1,0,1,0,1,False,5,1,0,Twitter for iPhone,6,N0
ankitadamya,2,1,0,1,2,False,2,3,4,Twitter for Android,5,N7
sanjay_924,2,0,1,1,2,False,7,2,3,Twitter Web Client,6,N0
BaijayantiNaya4,0,2,1,0,1,False,4,4,5,Twitter for Android,7,N0
avinashsvmandir,1,0,1,1,3,False,8,1,4,Twitter for Windows Phone,5,N0
BJP4Ktka,2,1,1,1,2,False,3,0,6,IFTTT,5,N0
shamshadshaique,1,2,0,1,1,False,8,2,0,Twitter for Android,3,N0
PiyushInsan8,0,2,1,2,0,False,9,4,0,Twitter for Android,7,N5
AtimanarjNews,1,0,1,1,0,False,0,0,3,Hootsuite,4,N0
SRKgaurav1,1,3,1,3,0,False,5,4,0,Twitter for iPhone,6,N0
ShaktiSivananda,1,2,3,1,3,False,3,4,3,Twitter for Android,6,N0
sivakumar77077,2,1,0,1,1,False,6,3,6,Twitter for Android,5,N7
pnsureshkumar,2,1,1,1,3,False,1,4,5,Twitter Web Client,4,N0
amolinnovates,1,1,1,0,1,False,3,1,5,Twitter for iPhone,5,N0
Jasveer71718596,0,3,1,2,2,False,9,4,3,Twitter for Android,6,N0
chandu1085,1,2,1,1,2,False,7,2,4,Twitter for Windows,4,N0
ThalapathyShiv2,0,1,1,0,1,False,2,2,5,Twitter for Android,6,N5
atulgbnup,2,0,1,1,0,False,7,1,0,RoundTeam,5,N0
Khoj_16,2,1,1,1,2,False,0,3,4,Twitter for iPad,5,N0
radhi45451,1,2,0,1,1,False,4,1,4,Twitter for Android,4,N0
Dimpal86704337,0,2,0,1,0,False,8,4,0,Twitter for Android,7,N5
ashi4581,1,0,1,1,2,False,9,0,4,Twitter Web Client,3,N0
raviparkash108,1,3,1,2,0,False,2,2,0,Twitter for Android,6,N0
marlsuza,1,2,1,2,3,False,3,4,0,Twitter for iPhone,6,N0
ShakeelAnwar4,1,1,0,1,1,False,6,3,3,Twitter for iPhone,5,N0
JSBpune,0,0,1,1,0,False,1,0,3,Facebook,5,N0
anandchati,2,1,1,0,3,False,0,4,0,Twitter for iPhone,6,N7
jaydip_d,1,1,1,0,1,False,8,3,5,Twitter for Android,7,N0
Hindustan360,1,2,1,0,2,False,7,0,6,Twitter Web Client,5,N0
manugurumanohar,2,3,1,1,4,False,2,2,4,Twitter for Android,6,N0
nareshkumargou7,0,1,1,1,0,False,7,1,5,Mobile Web (M2),6,N5
deviprasadv,2,2,1,1,2,False,5,4,4,Twitter for iPad,4,N0
gyan_eshpatel,1,0,0,1,1,False,4,4,3,Twitter Web Client,5,N0
sunita1872339,0,2,0,1,0,False,9,4,0,Twitter for Android,7,N5
prometheusknows,1,1,1,1,2,False,6,1,4,Mobile Web (M5),4,N0
hemantsinghrjpu,2,3,1,1,1,False,5,2,6,Twitter for Android,5,N0
aniljug,1,2,1,2,2,False,2,4,0,Twitter for Android,3,N0
Gan_Ven,1,1,2,1,2,False,3,3,3,Twitter for Android,6,N0
mobap_gr,0,0,1,1,0,False,4,0,3,IFTTT,5,N0
indraneel_guha,2,2,1,1,3,False,0,0,5,Twitter for iPhone,5,N0
buyitdaily,1,1,1,0,3,False,1,0,0,Twitter for Android,7,N0
cehro_india,0,1,1,0,1,False,3,3,5,Twitter for Android,6,N5
preetybharti1,1,3,2,1,0,False,8,4,4,Twitter for Android,6,N0
BJP4TIRUVALLUR,2,1,1,0,0,False,7,1,6,Twitter for Android,6,N0
secl_cil,2,0,1,1,1,False,8,2,3,Twitter Web Client,5,N0
khanalmas46,1,2,0,1,2,False,5,4,0,Twitter for iPhone,6,N0
Aman61392289,0,2,0,1,0,False,7,4,0,Twitter for Android,7,N5
CramWood,1,0,1,1,2,False,2,4,4,TweetCaster for Android,4,N0
drsrt7,2,2,1,1,1,False,6,1,4,Twitter Web Client,5,N0
pallav25121979,1,1,1,2,1,False,6,4,0,Facebook,5,N0
Tejeswar96,1,2,1,2,1,False,3,3,3,Twitter for Android,4,N0
MeradeshEek,0,0,1,1,0,False,9,2,0,TweetDeck,5,N5
satish_angadi12,1,3,1,1,2,False,4,3,6,Twitter for iPhone,5,N0
RabinDa45829394,1,4,1,1,3,False,0,0,3,Twitter for Android,4,N0
ManasaJainPTR,2,1,1,0,1,False,3,3,5,Twitter for Android,5,N7
iAmHrit,1,3,0,1,2,False,6,1,5,Twitter for Android,6,N0
Thaju9119,0,1,1,0,0,False,7,4,3,Twitter for Android,6,N5
Young_Aawaaz,2,1,1,1,3,False,9,0,4,Twitter Web Client,5,N0
verpalkaur0,0,2,0,1,0,False,8,4,5,Twitter for Android,6,N5
verma_parvati,2,2,0,1,0,False,6,4,0,Twitter for Android,7,N7
TheRohitJadhav,1,0,0,1,2,False,3,2,4,Twitter for Android,6,N0
rchachra,2,1,1,1,3,False,1,4,4,Twitter for iPhone,4,N0
v_meeti,1,2,1,3,1,False,4,4,0,Twitter for Android,7,N0
nikhilsince86,1,1,1,2,2,False,0,4,3,Twitter for iPhone,5,N0
niranjanspeak,0,0,1,1,1,False,7,2,0,Twitter Web Client,5,N0
vgoel28,0,3,1,1,1,False,5,3,0,Twitter Web Client,5,N0
HP8aa,1,2,1,1,0,False,2,3,3,Twitter for iPhone,4,N0
nsujoy,2,0,1,1,1,False,0,0,3,Facebook,5,N0
Gopalak82004469,1,2,1,2,2,False,9,1,5,Twitter for Android,6,N0
kksarraf,1,1,1,0,4,False,6,3,3,Twitter for Android,6,N0
Yuva_Josh,1,1,0,1,2,False,9,0,0,Twitter Web Client,6,N0
saharsa_india,2,2,1,1,0,False,4,0,4,Mobile Web (M5),5,N0
Ambikaram12345,0,2,0,1,0,False,6,4,0,Twitter for Android,7,N5
naumimalaviya,2,0,1,2,0,False,2,4,4,Twitter for Android,6,N7
santanusen05,1,2,0,1,3,False,2,4,5,Twitter for Android,4,N0
kdleo1,2,1,1,1,4,False,7,2,0,Twitter for Android,7,N0
sureshksharma07,1,1,1,0,2,False,6,4,0,Twitter for iPhone,4,N0
ModiAntoinette,1,0,1,1,3,False,1,2,4,Twitter Web Client,5,N0
viswan9,0,1,1,1,1,False,0,0,4,Twitter for iPad,5,N0
sharmamaanoj,0,0,1,1,0,False,3,3,5,Twitter Web Client,5,N0
utterlybutterly,1,1,1,1,1,False,3,3,3,Twitter for Windows Phone,4,N0
agNishchay,1,3,1,2,2,False,3,4,3,Twitter for Android,6,N0
PittieAditya,2,2,1,0,1,False,8,3,0,Twitter for Android,6,N7
Priyans39943178,1,3,0,1,1,False,9,4,3,Twitter for Android,6,N0
RamanSinghFans,2,2,1,1,0,False,6,1,6,Twitter Web Client,5,N0
ModiNamoallday,0,2,1,1,0,False,9,1,0,TweetDeck,6,N0
ReetaInsan,1,2,1,3,0,False,9,4,4,Twitter for Android,7,N0
manjeet_sc,1,2,0,1,1,False,2,1,5,Twitter for Android,4,N0
madhavsamant,2,1,1,1,3,False,5,4,5,Twitter for iPhone,5,N0
Aaman4u2003,1,1,0,1,2,False,4,2,3,Twitter for Android,6,N0
manthankthakkar,1,0,1,1,2,False,0,0,4,Mobile Web (M5),5,N0
naveen_fancis,0,1,1,1,2,False,2,2,0,Twitter for iPad,5,N0
GoodPplSuffer,0,1,1,1,0,False,0,2,4,Twitter for iPhone,4,N0
vivekk92,1,0,1,0,1,False,6,0,5,Twitter for Android,5,N0
Lokesh__Bhavsar,1,3,1,1,4,False,3,4,3,Mobile Web (M5),6,N0
kulkarnisatish,1,0,1,0,2,False,7,3,4,Twitter for Android,6,N0
Himansh92058578,0,2,0,1,1,False,4,4,3,Twitter for Android,6,N5
MukulJo56655107,2,3,1,1,2,False,1,3,6,Twitter for Android,6,N0
singh_saurabh10,2,0,1,1,0,False,2,1,3,Twitter Web Client,5,N0
geetaarora53160,1,2,1,3,0,False,9,4,0,Twitter for Android,7,N0
Ats72k,1,2,0,1,1,False,8,4,0,Twitter for iPhone,5,N0
Mohandeepak66,2,1,1,1,1,False,3,1,5,Twitter Web Client,5,N0
Hashtagwalla,1,2,1,2,3,False,6,4,0,Twitter for Android,6,N0
Pra7ul,1,1,1,1,1,False,0,0,3,Google,7,N0
Ezioauditore21,2,0,1,1,2,False,2,3,4,Twitter for Android,4,N0
RT2Abhi,1,1,1,1,2,False,9,1,4,Twitter for iPhone,4,N0
DVijaymane,0,1,1,0,1,False,7,4,0,Twitter for Android,5,N5
EOTONow,1,0,1,1,0,False,2,0,5,WordPress.com,5,N0
Dursety,1,1,0,1,2,False,4,3,4,Twitter for Android,6,N0
sush2604,0,0,1,0,1,False,6,4,3,Twitter for Android,6,N4
hemantpawar017,1,2,0,1,0,False,2,3,6,Twitter for Android,6,N0
annahiremath,2,1,1,1,2,False,4,1,3,Twitter Web Client,5,N0
HossainRafay,0,3,1,1,0,False,6,4,0,Twitter for iPhone,6,N0
sahebsrkfan,1,2,1,1,3,False,3,2,0,Twitter for Windows Phone,5,N0
kautilyadutt,2,2,1,1,1,False,5,3,4,Twitter Web Client,5,N0
papabetiparvati,1,2,1,2,0,False,9,4,6,Twitter for Android,6,N0
AroraShilpa6,1,1,0,1,1,False,9,2,0,Twitter for Android,7,N0
ilexsoc,2,0,1,1,3,False,8,4,3,Twitter for Android,4,N0
nickitembo_RN,1,2,1,1,2,False,0,1,4,Twitter Web Client,4,N0
SandeepkNitt,1,3,1,0,2,False,4,4,5,Twitter for Android,5,N0
AneerudhNaik,0,0,1,1,1,False,8,3,0,Twitter for iPhone,5,N0
P_K_Srivastava,1,1,1,1,2,False,6,0,5,Mobile Web (M2),5,N0
PeoplesGovIN,0,0,1,1,0,False,8,4,3,Link account with KUKU.io,6,N0
khagesh85,1,1,0,1,1,False,6,4,6,Twitter for Android,4,N0
srikanthkonam,1,0,1,0,2,False,2,1,3,Twitter for Android,5,N0
gg_deepak,2,1,1,1,3,False,1,4,0,Twitter for iPhone,6,N0
chinmayasnpt9,0,2,1,1,0,False,2,0,5,Twitter for Android,6,N0
devesh2690,2,2,1,1,1,False,4,3,5,Twitter for iPhone,5,N0
jyotipinky007,1,2,1,3,0,False,9,4,4,Twitter for Android,6,N0
Anupal12345,1,2,0,1,1,False,7,4,0,Twitter for Android,7,N0
WriteWordsPress,2,1,1,1,3,False,3,4,3,Twitter Web Client,5,N0
HarwinderInsa2,1,2,1,2,2,False,4,1,0,Twitter for Android,6,N0
Durgesh2284,1,3,1,1,2,False,8,2,4,Twitter for Android,4,N0
avaneeshraju,1,0,1,1,0,False,0,0,4,Mobile Web (M2),5,N0
chetanbadgujar,1,1,1,1,2,False,3,3,0,Twitter for Mac,5,N0
suman629,1,2,0,1,1,False,2,4,3,Twitter Web Client,6,N0
PM4India,3,0,1,1,0,False,0,4,0,Twitter for Android,7,N0
Guppi_Abhi,1,1,1,0,2,False,1,4,3,Twitter for Android,4,N0
malathy_sarovar,0,1,1,1,1,False,5,4,4,Twitter for iPhone,5,N0
kanchu_sweet,2,2,1,1,3,False,4,1,6,Twitter for Android,6,N0
teamrrg,1,3,1,1,4,False,2,3,5,Twitter for Android,5,N0
MUNIVBS,1,2,1,0,1,False,6,1,4,Twitter for Android,6,N0
shankykumar21,1,2,0,1,0,False,9,4,0,Twitter for Android,7,N0
AmroodAdmi,0,0,1,1,0,False,6,4,0,Twitter Web Client,5,N0
SarojInsa41,1,1,1,2,1,False,3,3,0,Twitter for Android,6,N0
Vikas_Joshi,1,0,1,1,2,False,7,2,5,Twitter Web Client,5,N0
summersalsa,2,2,1,1,0,False,4,4,4,Twitter for iPhone,5,N0
anilkumar1012,1,1,1,1,1,False,0,0,3,Twitter for Windows Phone,5,N0
sancarbabu,1,2,0,1,2,False,3,3,4,Twitter for Android,5,N0
mrityunjay242,1,0,1,0,4,False,8,4,0,Twitter for Android,6,N0
MojiBadlani,1,1,1,3,0,False,9,4,0,Twitter for Android,7,N0
sivatalks,0,2,1,1,1,False,2,2,4,Twitter for Android,4,N0
aradhyarr,2,3,1,1,2,False,5,4,3,Twitter for Android,6,N0
StarFizz_,1,2,1,1,3,False,4,1,5,Twitter Web Client,5,N0
Nik4yu,2,1,1,1,3,False,2,3,3,Twitter for Android,5,N0
IKchandra,1,2,2,1,2,False,1,4,0,Twitter for Android,6,N0
sam11275,0,1,1,1,1,False,6,4,0,Twitter Web Client,6,N0
yusufmehdi,1,0,1,1,0,False,7,3,3,Twitter for iPhone,6,N0
achal_kumar,1,0,1,1,1,False,6,2,0,Hootsuite,5,N0
pratibha_kum,1,1,0,1,0,False,3,3,4,Twitter for Android,5,N0
sawiant,1,1,1,1,1,False,9,0,4,Twitter for iPad,5,N0
