screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment,partition
charan_86,1,3,1,2,1,False,4,3,0,Twitter for iPad,6,N2
scrapravi,2,2,2,3,2,False,5,2,3,Twitter Web Client,4,N0
Prathosh,2,1,2,2,1,False,9,1,6,Twitter for Android,6,N0
srini0851,2,4,3,4,3,False,8,3,4,Twitter Web Client,4,N5
Amangera2012,1,2,0,1,2,False,4,2,0,Mobile Web (M5),4,N8
RajeevBanduni,2,1,4,1,3,False,6,4,3,Twitter for iPhone,6,N0
mowsamagri,3,3,1,1,2,False,1,2,5,Twitter for iPhone,5,N1
asian_reporter,1,0,2,2,3,False,5,0,3,Paper.li,4,N4
im_Priyanshu,2,1,1,2,4,False,3,3,5,Mobile Web (M2),5,N0
aniljug,1,2,1,2,2,False,2,4,0,Twitter for Android,3,N0
PatelDanush,1,3,2,2,1,False,9,1,4,TweetDeck,5,N4
drmaran,2,0,2,1,1,False,3,1,6,Hootsuite,4,N0
SandeepUniyal4,2,4,1,2,0,False,8,3,4,Twitter for Android,6,N0
pshunglu,4,2,3,2,2,False,4,3,4,Twitter Web Client,4,N5
kdleo1,2,1,1,1,4,False,7,2,0,Twitter for Android,7,N0
Digital_adsLtd,2,3,2,0,2,False,1,1,3,Twitter for iPhone,6,N0
das_debajyoti,1,0,2,1,3,False,4,0,0,Facebook,4,N4
arvind_now,2,1,3,1,1,False,3,2,5,Mobile Web (M5),5,N0
dpatell19471,1,2,1,2,3,False,5,4,0,Mobile Web (M5),5,N0
jai98777,1,3,0,2,2,False,0,4,3,Twitter for Android,4,N8
dhanikpanchal,2,4,2,2,1,False,9,1,6,TweetDeck,4,N0
WhatPardeepSays,2,2,1,1,3,False,5,3,5,Twitter for Windows,6,N0
anuragbiz,2,3,4,2,3,False,2,3,4,Twitter Web Client,5,N0
aposhatwar,1,2,3,1,2,False,4,1,0,Twitter for Android,7,N4
onehobbit,2,1,2,2,4,False,7,4,3,Twitter for iPad,4,N0
baijukb,1,0,2,1,2,False,3,2,4,Hootsuite,4,N4
pranay01,2,1,3,1,2,False,1,0,5,Twitter Web Client,5,N0
seeba_sasha,1,2,1,2,1,False,2,3,0,Mobile Web (M5),5,N4
reyaz3609,1,3,1,1,3,False,1,4,3,Twitter for Android,6,N4
Chikhlia_,2,4,2,2,1,False,9,1,6,TweetDeck,4,N0
RefugeeBluesKP,2,2,3,2,2,False,5,2,5,Twitter for iPhone,3,N0
omqualityguru,2,3,1,2,3,False,0,3,4,Twitter for iPad,6,N0
leadsbot,2,2,4,1,3,False,5,1,0,www.leadsrobot.co,5,N0
udayj3000,1,4,1,2,0,False,8,4,0,Twitter for Android,4,N0
gurudaspai,1,3,2,1,4,False,4,2,4,Twitter for iPhone,5,N4
agnisvann,1,1,2,2,2,False,3,0,3,Google,5,N4
advsansehrawat,2,1,1,1,4,False,7,3,5,Facebook,4,N0
ShaktiSivananda,1,2,3,1,3,False,3,4,3,Twitter for Android,6,N4
Joel_sindhi,2,4,2,3,2,False,9,1,4,TweetDeck,4,N0
abhinandan_ks,2,3,2,2,1,False,1,0,5,Twitter for iPhone,6,N0
ismitevijay,2,0,1,2,3,False,0,4,0,Twitter for iPhone,3,N0
amol_kulk,2,2,4,1,2,False,5,1,6,Twitter for Android,6,N0
vdrarsr,1,2,1,1,1,False,2,3,0,Twitter Web Client,5,N4
jnv_rider,1,3,1,1,4,False,8,2,4,Mobile Web (M5),4,N0
abhiirich,1,1,2,2,1,False,0,0,3,Facebook,5,N4
PCCPONDY,2,2,1,3,0,False,4,3,5,Twitter for Android,4,N0
vendio_5668,1,1,3,1,3,False,3,2,4,Twitter Web Client,6,N4
aaprajesh10,2,4,2,2,2,False,9,1,5,TweetDeck,4,N0
Ahsanich,2,4,2,2,2,False,1,0,3,Instagram,5,N0
apsinghvisen,2,3,3,2,3,False,6,4,5,Twitter for iPhone,5,N0
knowAguyapp,2,0,4,2,3,False,3,1,0,Knowaguyapp,4,N0
sumantharbi,1,3,1,1,2,False,7,3,0,Twitter for Android,3,N4
meradesh_mahaan,2,2,1,1,4,False,9,0,4,Twitter Web Client,6,N0
maninhart,1,2,2,2,1,False,2,3,3,Twitter for Windows Phone,5,N4
maneeshs15,1,2,1,1,1,False,4,2,4,Twitter for Android,4,N4
wontonesaju,2,1,3,1,3,False,5,3,4,Twitter for Android,6,N0
Siddhu381,1,4,1,1,2,False,0,1,5,Twitter Web Client,4,N0
manishtilwani17,2,4,2,2,0,False,2,2,0,Twitter for iPhone,5,N0
Chethboy,1,3,2,2,2,False,6,4,5,Twitter for iPhone,6,N0
imagesolutions3,2,0,2,2,3,False,1,0,4,Scoop.it,5,N0
aditya_astro,2,0,1,1,4,False,0,1,0,Mobile Web (M2),4,N0
YogaSamkhya,2,3,3,2,2,False,8,4,6,Twitter for Android,6,N0
sakthikumarv,1,2,1,1,2,False,3,2,3,Mobile Web (M5),5,N4
udayakandate,1,2,2,2,1,False,4,3,3,Twitter for Android,4,N0
amitbhatia99902,2,1,1,1,3,False,2,0,4,Facebook,4,N0
VivekBarve3,1,2,3,1,3,False,8,1,4,Twitter Web Client,5,N4
joshiheer1,2,4,2,2,1,False,9,1,5,TweetDeck,4,N0
hspartha,1,3,2,1,3,False,5,3,3,Twitter for iPhone,6,N4
LalCharanjit,2,4,0,2,2,False,1,2,3,Twitter for Android,5,N8
SikhDalit,2,0,1,2,0,False,7,1,0,Twitter for iPhone,4,N0
swight,2,3,4,2,4,False,6,4,4,Twitter for Android,4,N5
shravan9848761,1,3,1,1,2,False,8,4,0,Twitter Web Client,6,N4
avooj,1,2,2,2,2,False,0,2,5,Twitter for iPad,4,N0
iamsais,2,2,2,1,4,False,2,3,6,Twitter for Android,5,N0
Young_Aawaaz,2,1,1,1,3,False,9,0,4,Twitter Web Client,5,N0
rebelchawla,1,3,1,2,1,False,9,1,0,TweetDeck,4,N2
DjSreeraj,1,1,2,1,3,False,4,1,5,Twitter Web Client,5,N4
androidyy,2,4,3,2,2,False,8,2,3,Twitter for Android,5,N0
vickygovar,1,2,0,2,3,False,3,3,4,Twitter for iPhone,4,N8
soumyaparhi,2,3,3,2,1,False,6,3,4,Twitter for iPhone,6,N0
aradhyarr,2,3,1,1,2,False,5,4,3,Twitter for Android,6,N0
k_vilayati,0,2,1,2,2,False,0,2,0,Twitter for iPhone,4,N8
malujagdish,2,3,2,1,3,False,1,2,5,Twitter for Android,7,N0
MANIKTAHLABHI,2,0,1,1,3,False,2,4,0,Twitter for iPad,5,N0
AAP_Neel,2,4,2,2,1,False,9,1,4,TweetDeck,4,N0
StarFizz_,1,2,1,1,3,False,4,1,5,Twitter Web Client,5,N4
Mahendra7788,1,1,2,2,1,False,8,3,3,Twitter for Android,5,N4
lindasue77,2,3,3,2,4,False,1,0,3,Twitter Web Client,4,N0
sumanthkatti,1,2,2,2,0,False,7,1,4,Twitter for iPhone,5,N0
vijaykumar24527,1,3,1,1,2,False,8,3,6,Twitter for Android,6,N4
snehithjalagam,2,1,1,2,2,False,0,0,3,Facebook,4,N0
puruv,2,2,2,1,3,False,3,4,5,Twitter for iPhone,6,N0
manugurumanohar,2,3,1,1,4,False,2,2,4,Twitter for Android,6,N0
Saniya1987,2,4,3,2,2,False,9,2,5,TweetDeck,4,N0
sunil_chhawari,1,2,2,1,1,False,6,2,0,TweetDeck,5,N4
AmitJain2612,1,1,2,2,3,False,3,1,5,Twitter Web Client,5,N4
_Mataprasad,2,0,1,2,3,False,7,0,0,IFTTT,4,N0
12Coquis,2,2,3,2,4,False,6,1,4,Twitter Web Client,5,N0
kumarvijayjoshi,1,3,1,1,1,False,7,3,3,Twitter for Android,4,N4
Gagandeeps939Gs,1,4,1,1,2,False,1,4,3,Twitter for iPhone,5,N4
punit1101,2,1,2,2,3,False,0,4,0,Twitter for iPhone,6,N0
MukulJo56655107,2,3,1,1,2,False,1,3,6,Twitter for Android,6,N0
nusrat_khan123,2,4,2,2,1,False,9,2,4,nusrat_khan123,4,N0
gauravdporwal,1,2,2,1,2,False,9,2,4,Facebook,5,N4
SocialTamasha,1,1,2,1,3,False,8,1,3,TweetDeck,5,N4
sagarnangare,2,2,4,2,3,False,6,0,5,Twitter Web Client,5,N0
teenageee,2,2,3,2,2,False,3,1,5,Twitter for iPad,5,N0
loinprem,2,3,1,2,4,False,5,3,6,Twitter for Android,4,N0
HP8aa,1,2,1,1,0,False,2,3,3,Twitter for iPhone,4,N0
gg_deepak,2,1,1,1,3,False,1,4,0,Twitter for iPhone,6,N0
Surasen3,2,3,3,2,2,False,7,4,3,Twitter for Android,6,N0
aapajaydamor,2,0,1,2,1,False,8,2,0,Aam Aadmi Party new,4,N0
aveenashchavan,1,3,2,1,2,False,4,2,4,Twitter for iPhone,5,N4
sunderlal_rwr,1,2,2,1,1,False,6,2,0,TweetDeck,5,N4
AnkitSi83514178,1,4,2,2,3,False,4,4,5,Twitter for Android,6,N0
unite_4_India,2,2,2,3,2,False,7,1,4,Twitter Web Client,4,N0
EdwardKavallo,2,3,3,2,3,False,3,1,4,Mobile Web (M2),5,N0
RabinDa45829394,1,4,1,1,3,False,0,0,3,Twitter for Android,4,N4
Csoumya21,2,1,1,1,4,False,1,3,0,Twitter Web Client,4,N0
BoneyXavier,2,3,3,2,2,False,2,3,3,Twitter for Android,6,N0
GehlawatSid,2,2,1,2,0,False,8,1,6,Twitter for Android,4,N0
madios24Tweets,1,2,1,1,2,False,5,2,5,Twitter for iPhone,5,N4
sumitrawat_rwr,1,2,2,1,1,False,6,2,0,TweetDeck,5,N4
voiceofsanjeev,1,1,2,2,1,False,6,2,4,Twitter for iPhone,5,N4
sunnykrishi,2,4,2,2,0,False,4,4,0,Twitter Web Client,4,N0
iampnys,2,3,2,2,2,False,3,0,6,Twitter Web Client,6,N0
Barun_kunwar,1,2,1,1,3,False,7,0,5,Twitter for Android,5,N4
rchachra,2,1,1,1,3,False,1,4,4,Twitter for iPhone,4,N0
ani1987,2,4,3,2,4,False,8,3,3,Twitter for Android,4,N0
ShreySoni7,2,3,1,2,2,False,9,1,3,TweetDeck,4,N0
ShastriVimal,1,3,1,1,3,False,2,3,0,Mobile Web (M2),5,N4
sufimastaan,1,2,1,1,4,False,5,2,3,Twitter for Android,5,N4
makthanvi,2,1,2,1,1,False,8,1,4,Twitter for iPhone,5,N0
KamalLaddha,2,2,2,2,1,False,4,2,0,Twitter for iPhone,6,N0
GauthamCode,2,3,2,2,3,False,0,0,5,Twitter Web Client,6,N0
Mongol_Kublai,1,0,1,2,2,False,3,3,4,Twitter Web Client,4,N0
grv_chdhry,1,1,1,1,2,False,6,4,5,Twitter for Android,4,N4
DipankarHandi14,2,4,3,2,3,False,1,3,4,Twitter for Android,5,N0
patellalji8,2,4,2,2,3,False,9,1,3,TweetDeck,4,N0
gauravdedhia2,2,3,3,1,1,False,7,4,5,Twitter Web Client,5,N0
sahebsrkfan,1,2,1,1,3,False,3,2,0,Twitter for Windows Phone,5,N4
Swachh_Mumbai,1,2,2,1,0,False,6,1,3,Twitter for Android,4,N4
jurs07,2,4,1,2,2,False,8,3,0,Twitter for iPad,6,N0
Raja_Africa,2,3,2,2,4,False,4,1,6,Twitter for iPhone,4,N0
Dukhbirpagal,1,1,1,2,1,False,5,2,0,Twitter for iPhone,4,N4
y4ryash,2,1,1,3,2,False,5,4,4,Twitter for Android,5,N0
benistonj,2,1,2,1,4,False,3,3,4,Twitter for Android,6,N0
erkumarktr,2,2,2,2,3,False,2,1,3,Mobile Web (M2),5,N0
avi29nash,2,3,3,2,2,False,9,3,5,Twitter for iPhone,5,N0
KrishG71,1,3,1,1,1,False,3,4,0,Twitter Web Client,4,N4
chandu1085,1,2,1,1,2,False,7,2,4,Twitter for Windows,4,N0
JaikishanPrata5,1,2,1,1,3,False,6,4,0,Twitter for Android,6,N4
AntigePintige,2,4,2,2,1,False,0,1,6,Twitter for Android,5,N0
chaks1969,2,3,3,2,4,False,8,3,3,Twitter for iPhone,4,N0
Ajayksha,2,4,2,2,2,False,9,2,5,TweetDeck,4,N0
deekshasingh89,2,2,1,1,3,False,3,1,4,Twitter Web Client,7,N0
HemantSirohi1,2,1,2,2,2,False,1,1,4,Twitter for Android,3,N0
omkarsingh2007,2,1,2,2,2,False,4,3,3,Twitter for iPhone,5,N0
devang_mali,1,3,1,1,3,False,2,3,0,Twitter for iPhone,4,N0
jatrana_vikash,1,3,1,1,1,False,7,3,5,Twitter for Android,4,N4
Hashtagwalla,1,2,1,2,3,False,6,4,0,Twitter for Android,6,N0
adv_rrd,2,2,2,1,4,False,0,1,3,Twitter Web Client,5,N0
VikramSKumar,1,1,3,2,2,False,5,2,3,Twitter for Android,4,N0
Acharya_Aarav,2,4,2,2,2,False,9,2,5,TweetDeck,4,N0
drsrt7,2,2,1,1,1,False,6,1,4,Twitter Web Client,5,N0
VGKfan,2,2,2,1,3,False,8,4,4,Twitter for iPhone,6,N0
devesh_s_sharma,2,1,2,2,2,False,8,1,6,Twitter Web Client,5,N0
ksonuin,1,3,1,2,2,False,2,0,5,Twitter for iPhone,4,N0
dhruvsharmaits1,2,3,1,1,3,False,4,3,0,Twitter for Android,3,N0
rahulro13821912,1,4,1,2,3,False,4,3,0,Twitter for Android,6,N0
NikhiilDassani,2,3,3,2,4,False,0,4,3,Twitter for iPhone,4,N0
MadhupGarg,1,1,2,1,2,False,3,2,4,Twitter for Android,4,N0
aapshabbir,2,4,2,2,1,False,5,1,0,TweetDeck,5,N0
Prav001,2,2,1,1,4,False,1,2,3,Twitter Web Client,5,N0
GhildiyalSaumya,1,2,2,1,1,False,3,3,4,Twitter for iPhone,4,N0
excatwoman,2,1,2,1,2,False,6,1,5,Twitter Web Client,5,N0
Gopalak82004469,1,2,1,2,2,False,9,1,5,Twitter for Android,6,N0
M_heSh,2,2,1,3,3,False,2,4,3,Twitter for Android,4,N0
Hkveergurjar,1,2,1,2,2,False,8,3,0,Twitter for Windows Phone,6,N0
kdhupkar,2,3,1,2,3,False,0,4,4,Twitter for iPhone,6,N0
Raisahab11,1,3,2,1,3,False,4,4,3,Twitter for Android,6,N4
rambabu_14,2,4,2,2,2,False,8,2,0,TweetDeck,5,N0
hemantsinghrjpu,2,3,1,1,1,False,5,2,6,Twitter for Android,5,N0
GDhulipati,1,2,2,2,1,False,1,2,4,Twitter for iPhone,4,N0
apbandiv,2,1,2,1,1,False,6,1,0,Twitter for iPhone,4,N0
IamNikunjj,2,2,2,1,2,False,3,0,5,Twitter Web Client,4,N0
Nik4yu,2,1,1,1,3,False,2,3,3,Twitter for Android,5,N0
ravi_dsingh,2,2,3,2,2,False,3,3,0,Mobile Web (M5),5,N0
samskarebyaha,1,2,1,2,3,False,6,3,4,Twitter Web Client,4,N0
agNishchay,1,3,1,2,2,False,3,4,3,Twitter for Android,6,N0
MrMurali_M,2,4,2,2,4,False,8,1,5,Twitter for Android,5,N0
BhupenderINC,2,3,1,2,4,False,5,4,0,Mobile Web (M5),5,N0
RT2Abhi,1,1,1,1,2,False,9,1,4,Twitter for iPhone,4,N0
Kbadoghu,2,2,2,2,1,False,0,2,6,Twitter for iPhone,4,N0
CKVignesh_,2,4,2,1,1,False,7,1,5,Twitter for Android,5,N0
masonma71,2,1,1,1,3,False,4,3,3,Twitter Web Client,4,N0
IKchandra,1,2,2,1,2,False,1,4,0,Twitter for Android,6,N4
tiwari_mukesh,2,2,3,2,3,False,1,3,4,Twitter Web Client,4,N0
vinayjha_jsr,1,3,1,2,2,False,6,2,4,Twitter Web Client,5,N0
ZoherMalkapurw2,1,4,2,2,1,False,6,3,3,Twitter for Android,4,N0
marlsuza,1,2,1,2,3,False,3,4,0,Twitter for iPhone,6,N0
KayanKapadiya,2,3,2,2,2,False,9,1,5,TweetDeck,5,N0
MishraVn,2,2,2,1,2,False,5,0,6,Twitter for iPhone,5,N0
ramakrishnan002,2,0,1,2,4,False,9,2,0,Twitter for Android,4,N0
WeareBezawada,2,1,1,1,3,False,4,1,4,Twitter for iPhone,5,N0
Prashant_Swami,1,2,2,1,1,False,2,3,4,Twitter for Android,4,N0
pnsureshkumar,2,1,1,1,3,False,1,4,5,Twitter Web Client,4,N0
KarulkarGirish,2,3,1,1,2,False,8,1,5,Twitter Web Client,6,N0
NikLim01,1,1,2,2,2,False,7,4,3,Twitter for Android,4,N0
Tejeswar96,1,2,1,2,1,False,3,3,3,Twitter for Android,4,N0
rajeshtalvar,2,3,2,2,1,False,9,1,5,TweetDeck,5,N0
tapasije,2,2,3,1,3,False,5,3,4,Twitter for iPhone,5,N0
lalurohit1,2,4,2,2,2,False,9,2,0,TweetDeck,4,N0
dilderai,2,3,1,2,4,False,5,2,4,Twitter for iPhone,5,N0
kanchu_sweet,2,2,1,1,3,False,4,1,6,Twitter for Android,6,N0
Pranshakti_,1,1,1,1,2,False,4,3,0,Twitter Web Client,4,N4
evancooper10,2,4,2,1,3,False,1,3,4,Twitter Web Client,5,N0
nikhilsince86,1,1,1,2,2,False,0,4,3,Twitter for iPhone,5,N4
maheshsarkar377,1,3,1,2,1,False,0,2,5,Twitter for Android,4,N0
21_tejas,2,3,2,2,1,False,9,1,5,TweetDeck,4,N0
PARAG321,2,2,3,1,2,False,2,2,5,Twitter for Android,5,N0
piyushpth,2,2,2,1,3,False,4,4,0,Mobile Web (M5),4,N0
Zoyamirr,2,3,1,2,1,False,3,1,6,Twitter for iPhone,5,N0
prabhukoppal,2,2,1,2,4,False,6,3,0,Twitter for Android,6,N0
nickitembo_RN,1,2,1,1,2,False,0,1,4,Twitter Web Client,4,N0
JoinatulKumar,2,4,2,1,3,False,4,3,0,Twitter for iPhone,5,N0
guptavanna,2,1,2,1,2,False,3,4,3,Twitter for iPhone,5,N0
bewithswami,1,2,1,2,3,False,7,2,3,Twitter Web Client,4,N0
11Boms,2,3,2,2,1,False,9,3,5,TweetDeck,4,N0
Durgesh2284,1,3,1,1,2,False,8,2,4,Twitter for Android,4,N0
rkannantrg,2,1,2,2,3,False,1,1,5,Twitter for Android,4,N0
ovarwin,2,2,3,2,3,False,2,1,4,Twitter for iPhone,5,N0
varunchoudhary2,2,2,1,1,1,False,4,3,0,Twitter for iPad,5,N0
sinwithmusic,2,2,1,2,2,False,0,0,3,Twitter for Android,6,N0
AreuMyB1tch,1,4,2,2,2,False,1,3,5,Twitter for iPhone,4,N0
rambling_brook,2,1,1,1,3,False,2,4,0,Twitter for iPhone,5,N0
preeprabhakaran,2,2,2,1,2,False,3,1,6,Twitter Web Client,5,N0
aapnarendra10,2,3,2,2,1,False,9,3,5,TweetDeck,4,N0
agsrikrishna,1,2,1,1,3,False,5,4,3,Twitter for Android,4,N0
kamlesh141986,2,3,2,2,4,False,6,2,4,Twitter for Android,4,N0
KunalPanchani,1,3,1,2,2,False,9,1,0,Twitter for iPhone,5,N0
mailtodanish,2,2,1,1,3,False,5,2,4,Facebook,5,N0
HarwinderInsa2,1,2,1,2,2,False,4,1,0,Twitter for Android,6,N0
lyingbox,2,4,1,2,0,False,0,3,4,Twitter for Android,4,N0
Tushardwivedi81,2,1,1,1,3,False,1,4,0,Twitter for iPhone,4,N0
omssoni,2,2,2,1,1,False,7,2,0,Twitter Web Client,5,N0
Pa1Ghatge,2,1,2,2,2,False,6,3,5,Twitter for Android,6,N0
Dayanayakm,1,3,1,2,2,False,4,3,3,Twitter Web Client,4,N0
sahir82,2,2,2,1,3,False,6,1,6,Twitter for iPhone,4,N0
LakshThakar,2,3,2,2,2,False,9,2,5,TweetDeck,5,N0
Rkrajasthan,1,2,1,1,2,False,8,4,4,Twitter for Android,5,N4
shuaibrehman,1,2,1,2,1,False,2,4,0,Twitter for iPhone,4,N0
MsNaaz5,2,3,1,2,2,False,0,1,4,Facebook,5,N0
ilexsoc,2,0,1,1,3,False,8,4,3,Twitter for Android,4,N0
jannewyork,2,1,1,1,3,False,1,1,0,Twitter Web Client,4,N0
unnatpandit,2,3,2,2,1,False,7,3,5,Twitter for iPhone,5,N0
ImranMullan,1,1,2,2,3,False,1,3,0,Twitter for Android,4,N0
raj_up,2,2,1,1,4,False,4,3,4,Twitter Web Client,4,N0
TilakShroff,2,3,2,2,2,False,9,2,5,TweetDeck,4,N0
ankitchoradia,1,2,1,1,2,False,2,4,4,Twitter for Android,5,N4
saandikacka,1,2,1,1,2,False,2,2,0,Twitter for iPhone,5,N4
Chandra46,2,3,2,2,2,False,1,2,4,Twitter for iPad,5,N0
iamsuneelblr,2,2,1,1,3,False,5,4,4,Twitter for Android,6,N0
annahiremath,2,1,1,1,2,False,4,1,3,Twitter Web Client,5,N0
103_zimmy,2,3,1,2,1,False,9,1,0,TweetDeck,4,N0
RahulAnumala,2,4,2,2,3,False,1,4,0,Twitter for iPhone,4,N0
PRATIPSEN4,1,2,1,2,3,False,3,3,3,Twitter for Android,5,N0
pujasoton,2,3,2,1,2,False,7,3,6,Twitter for Android,4,N0
ceradevcera,1,1,1,2,2,False,6,1,5,Twitter for Android,4,N0
indraneel_guha,2,2,1,1,3,False,0,0,5,Twitter for iPhone,5,N0
Nishant1404,2,1,2,2,2,False,4,2,4,Twitter Web Client,4,N0
VaishnudebiD,2,3,2,2,3,False,2,2,4,Twitter for Android,6,N0
TKumar,1,2,1,1,2,False,9,3,4,Twitter for iPhone,5,N0
kautilyadutt,2,2,1,1,1,False,5,3,4,Twitter Web Client,5,N0
DeviKshah6556,2,4,2,2,2,False,9,1,0,TweetDeck,4,N0
neerajcsa,1,3,1,2,3,False,6,4,0,Twitter for iPhone,4,N0
krsanjay6161,2,2,1,2,4,False,8,2,3,Twitter for Android,4,N0
maneshmadhu,1,3,1,1,2,False,9,3,5,Twitter for Android,5,N4
FELURIWALofPAAP,2,2,1,1,3,False,6,1,6,Twitter for iPhone,5,N0
CJ_India,2,1,2,2,2,False,3,4,4,Twitter Web Client,4,N0
pn906,2,1,2,2,3,False,9,2,5,Twitter Web Client,5,N0
denrokr,1,2,1,1,2,False,2,3,3,Twitter for Android,4,N0
devesh2690,2,2,1,1,1,False,4,3,5,Twitter for iPhone,5,N0
SundarMP1,1,3,2,2,2,False,0,1,4,Twitter for Android,4,N0
lokeshdesigner,2,3,1,2,3,False,5,3,0,Twitter Web Client,6,N0
LavyanAbhijeet,2,4,2,2,2,False,8,2,0,Twitter for iPhone,4,N0
rahulkasare1,1,3,2,2,3,False,6,4,4,Twitter for Android,4,N0
INDIA_Wale_1,2,2,1,1,2,False,7,4,0,TweetDeck,5,N0
B_ODomhnallain,2,2,3,2,2,False,1,1,4,Twitter for iPhone,4,N0
lalittiwari744,2,3,1,1,3,False,8,2,5,Twitter for Android,5,N0
Anyone017,1,2,2,2,2,False,2,3,3,Twitter for Android,4,N0
anupamk8,2,2,1,1,3,False,3,4,0,Twitter Web Client,5,N0
spsingh1402,1,3,1,2,2,False,9,3,6,Twitter for Android,4,N0
UshaUshatiwari,2,2,1,2,1,False,2,2,4,Twitter Web Client,5,N0
anchitkhar,2,1,1,2,2,False,3,3,5,Twitter for Android,6,N0
devanshu88,2,3,2,1,3,False,6,3,4,Twitter for iPhone,4,N0
arunbnair,1,2,2,2,2,False,5,4,0,Twitter for iPhone,4,N0
GauJ,2,2,2,1,2,False,4,4,3,Twitter for iPhone,5,N0
prithviatul,2,4,1,1,3,False,8,3,5,Twitter for Android,4,N0
ABhijit_RoySlgs,2,3,1,2,3,False,1,0,4,Twitter for iPhone,5,N0
GjptaK,1,2,2,2,2,False,9,2,0,Twitter for Android,4,N0
aap_rahul,2,3,1,2,3,False,5,2,6,Twitter for Android,5,N0
fahim_sutriwala,2,1,1,1,2,False,4,2,4,Twitter Web Client,4,N0
SwaggerBanno,2,3,1,2,1,False,2,2,5,Twitter for Android,5,N0
Paresh_Luhar,2,4,2,2,2,False,9,3,4,TweetDeck,4,N0
