screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment,partition
Aks9009Pa,4,3,3,4,3,False,7,1,3,Twitter Web Client,4,N3
rupa_jha,4,2,3,1,3,False,3,2,6,Twitter for iPhone,4,N8
GMSECR,4,0,2,1,1,False,0,0,6,Twitter for Android,5,N6
JpiyushSharma,4,1,1,1,0,False,7,0,3,Twitter Web Client,5,N5
a1purva,4,2,4,3,4,False,2,1,5,Twitter for iPhone,6,N3
Abinash_2K,4,3,3,4,3,False,5,2,0,Twitter Web Client,4,N3
_abhisingh_,4,1,1,2,3,False,1,4,5,Twitter for Android,5,N4
VVaishnavvii,4,1,2,4,0,False,2,3,5,Twitter for Android,5,N6
imabhishek268,4,1,1,3,4,False,3,0,6,Twitter for BlackBerry,5,N5
Deepak7382,4,3,3,3,2,False,8,1,0,Twitter for iPhone,4,N8
kajal_jaihind,4,2,2,2,1,False,9,1,6,Twitter for iPhone,5,N4
ambedkarperiyar,4,1,4,3,4,False,7,2,0,Twitter Web Client,4,N3
BNVijaykumar,4,2,3,1,3,False,6,1,6,Twitter for iPhone,6,N1
secrail,4,0,2,1,0,False,1,1,6,Twitter for Android,5,N6
bharat546,4,0,3,3,2,False,7,2,0,Twitter Web Client,5,N8
inocr8,4,2,4,3,4,False,2,0,5,Buffer,5,N3
kapildhama,4,3,3,3,3,False,9,3,6,Twitter for Android,4,N8
TheJettDavis,4,2,4,2,4,False,2,0,5,Twitter Web Client,5,N3
Gudday_Azmi,4,3,2,4,3,False,8,3,0,Twitter for Android,5,N3
RamMadhavFC,4,1,0,1,4,False,3,1,5,Twitter for Android,5,N6
sapnadeora93,4,3,1,3,2,False,6,1,4,Twitter for Android,5,N8
LkChahar,4,3,3,4,1,False,9,2,6,Twitter for iPhone,5,N3
SharikINC,4,1,3,3,3,False,7,2,0,Twitter Web Client,4,N8
DS_Khimsar,4,2,1,1,2,False,9,0,6,Twitter for iPhone,5,N5
RuPay_npci,4,1,2,1,1,False,6,1,6,Twitter Web Client,5,N2
Nihalhaider7,4,2,3,3,3,False,3,1,0,Twitter for Android,7,N8
The0mnipresent,4,2,2,3,2,False,5,1,6,Mobile Web (M2),5,N8
Amitjanhit,4,2,3,3,3,False,1,4,6,Twitter for Android,4,N8
JeanetteThomas1,4,1,3,2,3,False,7,3,5,Twitter Web Client,5,N1
Ajay_Nagariya,4,3,2,3,3,False,8,1,5,Twitter for Android,4,N8
ModiMission2019,4,2,2,1,4,False,4,4,6,Twitter for Android,5,N6
RidlrPune,4,3,3,3,2,False,3,1,0,TweetDeck,5,N8
PKBansall,4,3,2,2,4,False,5,1,6,Twitter for iPhone,5,N4
mohan8395,4,3,3,4,3,False,6,2,0,Twitter Web Client,5,N3
MusafirNamah,4,2,4,3,3,False,2,0,5,Twitter Web Client,5,N3
drmwat_ecor,4,2,2,1,1,False,0,1,6,Twitter for Android,5,N6
igujju,4,2,3,2,3,False,0,3,0,Twitter for iPhone,5,N8
AniruddhINC,4,3,3,3,2,False,8,1,6,Twitter for Android,4,N8
hublimandi,4,0,3,3,1,False,3,1,5,Twitter for Android,5,N8
seemaadhikari,4,4,3,4,3,False,7,1,6,Twitter for iPhone,5,N3
SachinArorra,4,2,2,2,2,False,3,2,6,Twitter for Android,5,N4
shyamjokchand,4,3,2,3,2,False,4,2,6,Twitter for Android,5,N8
erpankajvyas,4,3,3,3,2,False,7,0,5,Twitter for Android,5,N8
vishalmittal22,4,2,3,1,3,False,0,3,6,Twitter for iPhone,5,N8
drnarendranET,4,3,4,3,3,False,8,1,5,Twitter for Android,5,N3
neelkanthmishra,4,1,3,1,2,False,6,1,6,Twitter for Android,5,N6
agmswami,4,2,3,2,1,False,3,2,6,Twitter for Android,5,N4
Jangid,4,3,3,3,3,False,0,4,6,Twitter for iPhone,5,N8
amitjoshitrek,4,2,3,3,3,False,4,0,5,Twitter for Android,5,N8
ShabnamHashmi,4,3,3,3,3,False,3,1,6,Twitter for Android,4,N8
ajrajbjp,4,2,3,2,1,False,7,1,6,Twitter for Android,5,N4
astitvam,4,3,3,3,2,False,3,1,6,Facebook,5,N8
chetanbragta,4,3,3,3,2,False,7,2,6,Twitter for iPhone,5,N8
BJPKarITCell,4,2,3,2,3,False,4,3,6,Twitter for Android,5,N4
ProudIndian66,4,2,3,3,2,False,6,3,6,Twitter for Android,5,N8
waghindia,4,3,3,3,3,False,5,1,6,Twitter for iPhone,5,N8
shramn,2,2,2,3,3,False,3,1,0,Put your button on any page! ,4,N8
SweetSneha007,3,4,2,2,2,False,9,2,5,TweetDeck,5,N7
FreedomWorldMag,4,0,0,0,4,False,0,0,3,Twitter Web Client,4,N6
CasaMagdalenaCo,3,1,4,4,4,False,1,4,0,Mobile Web (M5),4,N3
blogsaays,3,2,4,2,4,False,3,0,4,Twitter for Android,6,N3
DWarwick2,3,1,3,3,4,False,5,0,3,Twitter Web Client,3,N8
SStavrinoudakis,4,3,4,3,4,False,6,0,5,Post with Klout,3,N3
sukanyaiyer2,3,4,4,3,3,False,5,1,5,Twitter for Android,6,N3
sangeetainsan10,3,4,1,4,1,False,9,3,6,Twitter for Android,5,N3
ajnabi_guy,3,4,2,3,3,False,8,2,5,Twitter for Android,4,N8
KuldeepOffice,4,3,3,3,1,False,5,3,4,TweetDeck,5,N8
SRKfanforeverr,4,4,3,4,3,False,3,3,3,Twitter for iPhone,6,N3
manojgoelbjp,4,3,3,2,4,False,7,2,6,Twitter for iPhone,4,N1
murugadass_bjp,4,0,4,1,4,False,9,1,0,Twitter for Android,5,N3
miss_mahak,4,2,3,4,4,False,4,0,6,TweetDeck,7,N3
palashbiswaskl,3,0,3,4,4,False,0,0,0,Facebook,5,N8
smilingbird7,4,2,3,1,4,False,5,0,4,Twitter Web Client,7,N1
amits89,3,1,4,3,4,False,6,3,0,Twitter for Android,6,N8
empiredecline,4,3,4,3,4,False,3,1,0,Twitter for iPhone,3,N3
humannotabully,3,4,3,4,3,False,4,1,5,Twitter for Android,4,N3
sbalyan,3,4,4,3,4,False,8,3,3,Twitter for Android,4,N3
nand_shubham,4,3,3,3,2,False,5,2,5,Twitter for Android,5,N8
Pritpal77777,4,4,2,4,4,False,9,4,6,Twitter for iPhone,6,N3
INCSupporter,4,2,3,3,1,False,2,3,4,Twitter for Android,4,N8
ashuyadav954,4,4,3,4,2,False,9,2,5,Twitter for iPhone,6,N3
NewProphecyBook,4,2,3,2,4,False,0,0,4,Twitter Web Client,4,N5
monsoonsoldier,3,4,3,4,3,False,0,4,6,Twitter for Android,5,N3
ladki_natkhat,4,2,3,3,4,False,5,0,3,Twitter Web Client,7,N8
shaileshraanjan,4,3,2,3,4,False,3,2,0,Twitter for iPhone,6,N8
i4u090909,3,3,3,4,4,False,3,1,0,Twitter for iPhone,5,N8
xclusiveindia,4,3,4,1,4,False,4,0,5,Twitter for Android,4,N3
krishvm,3,4,4,3,4,False,5,3,0,Twitter for Android,4,N8
ramrayster,3,3,3,4,2,False,5,1,5,Twitter for Android,5,N8
Padhaku_chora,4,4,2,2,4,False,8,3,6,Twitter for Android,5,N3
imdeepak1143,4,2,3,3,4,False,4,1,4,Put your button on any page! ,6,N8
MrVVIPAK,4,4,3,4,1,False,7,2,4,Twitter for Android,6,N3
IndiaNews24x7,4,0,3,4,4,False,0,0,5,dlvr.it,4,N3
khalidmfp,4,4,3,4,3,False,6,2,6,Twitter for iPhone,5,N3
Kamallochan1982,4,2,2,3,4,False,8,3,4,Twitter for iPhone,5,N8
WiproDigital,4,3,4,3,4,False,5,0,5,Twitter Web Client,6,N3
pamelag2000,3,3,3,4,4,False,9,1,4,Twitter Web Client,6,N3
PrajithPS,3,4,3,4,4,False,2,4,0,Twitter for Android,4,N3
Pooja_Jat76,4,3,3,3,1,False,6,3,0,Twitter for Android,4,N8
msaparna,3,3,3,4,3,False,0,0,5,Twitter for Android,5,N8
srspdkt,4,4,2,2,4,False,5,0,6,Twitter for Android,4,N3
RoboBalaji,4,2,4,2,4,False,7,3,5,Twitter for Android,5,N3
Bechara_General,4,2,3,3,4,False,1,1,0,Mobile Web (M2),4,N8
nethraa_,3,4,3,4,1,False,9,1,5,Twitter for Android,5,N3
2401saurav,4,3,3,4,2,False,8,2,3,Twitter for Android,4,N3
Mrs_Modi,4,3,2,3,4,False,5,2,5,Twitter for iPhone,6,N8
MumbaiRR,4,0,3,3,4,False,0,0,4,MumbaiRR,5,N8
Dollarlogic,4,4,4,3,4,False,4,1,5,Twitter Web Client,5,N3
anu141,3,4,3,4,4,False,6,3,3,Twitter for iPhone,4,N3
Reenasaini16,4,3,3,4,2,False,9,2,0,Twitter for Android,6,N3
m_y_views,3,4,3,4,4,False,0,3,4,Twitter for iPhone,5,N3
IKaransharma27,4,4,3,3,3,False,3,2,6,Twitter for Android,4,N8
vrsrini,4,2,4,3,4,False,6,4,5,Twitter for Android,5,N3
MalathyIyerTOI,4,2,3,1,4,False,3,3,4,Twitter for Android,4,N1
ProfNKPandey,4,3,3,4,1,False,8,1,6,Twitter for Android,5,N3
imAbhishek_J,4,3,3,4,2,False,1,1,0,Twitter for Android,4,N3
RaajVaani,4,4,2,3,4,False,2,2,3,Twitter for Android,5,N3
Ps_malik_54,3,4,3,4,4,False,0,0,5,Twitter for Android,6,N3
journomayank,4,1,4,3,4,False,9,1,5,Twitter for Android,5,N3
JawedTweets,3,4,3,4,4,False,6,2,0,Twitter for iPhone,4,N8
tyagi_ajay1,4,4,3,2,4,False,5,3,0,Twitter for iPhone,5,N8
CitizensPoV,3,4,3,4,4,False,0,2,6,Twitter Web Client,4,N3
the_kv96,4,3,2,3,4,False,9,4,4,Twitter for Android,5,N8
pa_paul,4,2,3,3,4,False,1,0,3,Twitter for iPhone,5,N8
bilalkhan954,4,3,3,3,3,False,5,3,0,Twitter for Android,4,N8
singharjun9,4,4,3,4,3,False,1,1,4,Twitter for Android,6,N3
kaushaldubey38,4,3,3,3,2,False,8,2,5,Twitter for Android,4,N8
HIT3N,4,2,3,4,4,False,8,3,6,Twitter Web Client,5,N3
SINGH650,3,4,3,4,4,False,6,2,4,Twitter for Android,6,N3
AmiFromIndia,4,3,4,3,4,False,6,1,3,Twitter for Android,5,N3
EssarJaved,2,4,3,4,4,False,0,3,0,Twitter for Android,4,N3
_munishbansal_,4,4,3,3,2,False,4,4,5,Twitter for Android,5,N8
PplOfIndia,4,4,3,4,4,False,3,1,6,Twitter Web Client,4,N3
impreetsbakshi,4,2,3,3,4,False,9,2,6,Twitter for iPhone,5,N8
olivierfroggy,4,4,4,3,4,False,5,0,5,Twitter for Android,5,N3
imashishch2,4,3,2,3,4,False,8,3,0,Twitter for Android,4,N8
sharwanmatwa111,4,2,3,4,3,False,5,1,0,Twitter for Android,5,N3
SaffronWatch,4,3,3,3,4,False,0,0,4,Twitter for Android,3,N8
LibertyForUSA,4,4,3,4,4,False,2,4,3,Twitter Web Client,4,N3
kanishkkr,3,3,3,4,4,False,8,3,5,Twitter for Android,5,N8
Kuldeep9Sharma,4,1,3,4,4,False,1,2,0,Twitter Web Client,5,N3
IChiku303,3,4,3,4,4,False,0,1,4,Twitter for Android,4,N3
Syddie,4,4,3,4,3,False,0,3,5,Twitter for Android,6,N3
MonicaMishra16,3,4,3,3,4,False,1,2,6,Twitter for Android,4,N8
JumlaWala,4,2,3,3,4,False,5,2,0,Twitter for iPhone,4,N8
JhoomBasanti,4,4,3,3,1,False,2,1,6,Twitter for Android,5,N8
SickularLibtard,4,3,4,3,4,False,8,3,0,Twitter for Android,5,N3
KKDixit7,4,3,3,3,3,False,6,3,5,Twitter for Android,5,N8
Hitler_uncle,4,3,3,4,4,False,5,0,3,Twitter for Android,6,N3
MayawatiUp,4,4,3,3,2,False,9,1,0,Twitter for Android,4,N8
India__143,4,4,3,4,4,False,5,0,6,IFTTT,5,N3
hemster,4,3,3,4,2,False,8,4,0,Twitter for Android,5,N3
ShadmaTahseen,4,4,3,4,4,False,8,3,3,Twitter Web Client,4,N3
satyabratatrip8,3,4,3,4,4,False,7,3,0,Twitter for Android,4,N3
rahultripathi,4,3,3,2,4,False,3,1,5,Twitter for Android,5,N1
terikahkelunga,4,4,3,3,4,False,8,2,6,Twitter for iPhone,4,N8
Indian_Liars,3,4,3,4,4,False,2,2,0,Twitter for Android,4,N3
uspatrol,4,3,3,3,4,False,2,3,4,Twitter for iPhone,5,N8
srprabath2,4,1,3,3,4,False,4,1,0,Twitter for Android,6,N8
ramavenu,4,3,4,3,4,False,5,3,0,Twitter for Android,5,N3
dipakIYC,4,4,3,4,3,False,5,4,5,Twitter for Android,4,N3
RaghuveeSayyam,4,4,3,3,4,False,2,0,5,Twitter Web Client,5,N8
PRINCEsri20,4,3,3,4,0,False,5,2,0,Twitter for Android,5,N3
Bhavesh99T,4,4,3,4,3,False,7,2,6,Twitter for Android,4,N3
avanish_231,3,4,3,4,4,False,9,3,0,Twitter for Android,4,N3
shishir_heg,4,3,3,3,4,False,6,4,6,Twitter for Android,6,N8
Justicegroupie2,4,4,3,3,4,False,3,3,5,Twitter for iPhone,4,N8
rockdgod,3,4,3,4,4,False,7,1,0,Twitter for Android,5,N3
MeShiveshPandey,4,4,3,4,4,False,5,3,4,Mobile Web (M5),5,N3
Dobriyal66,4,4,2,3,4,False,2,1,0,Twitter for Android,5,N8
BabaShaddu_,4,1,3,3,4,False,5,1,3,Twitter for Android,5,N8
Humor_DNA,4,3,3,4,3,False,8,3,5,Twitter for Android,5,N3
BnBagul,4,4,3,3,4,False,6,2,0,Twitter for iPad,4,N8
Mr_LoLwa,4,4,3,4,2,False,5,2,4,Twitter for Android,4,N3
bhawana_pal,4,4,3,3,3,False,8,2,6,Twitter for Android,5,N8
jkinsan1,4,2,3,4,4,False,7,3,0,Twitter for Android,6,N3
AAP4ODISHA,4,2,3,3,4,False,0,3,5,Twitter for Android,4,N8
MufflerMan_vish,4,4,3,4,4,False,4,2,0,Twitter for iPhone,4,N3
ShahidsWarrior_,4,3,3,4,4,False,3,1,0,Twitter for Android,6,N3
jatanacharya,4,4,3,4,4,False,7,2,6,Twitter Web Client,5,N3
ManishBajpaiBjp,4,3,3,3,4,False,9,3,4,Twitter for Android,5,N8
manishkapadiya,4,4,3,3,4,False,5,1,6,Twitter for Android,3,N8
iampadithurai,4,4,3,4,3,False,1,1,5,Twitter for Android,5,N3
mallah_suresh,4,4,1,3,4,False,7,2,0,Twitter for Android,5,N8
Bak_lal,4,4,3,3,4,False,6,4,5,Twitter for Android,4,N8
DalitRising,4,4,3,3,2,False,8,1,0,Twitter for Android,5,N8
NotThatNana,4,4,3,4,3,False,0,2,0,Twitter for Android,4,N3
AAPAdarsh,4,2,3,4,4,False,7,3,0,Twitter for Android,4,N3
abhishekvhp23,4,3,3,3,4,False,8,2,6,Twitter for Android,4,N8
HMTHindu,4,4,3,4,4,False,6,4,5,Twitter for Android,6,N3
VCPAREEK,4,3,3,4,4,False,7,3,4,Twitter for Android,5,N3
jarariya91,4,3,3,3,4,False,9,1,5,Twitter for Android,5,N8
gorugarg,4,4,3,3,4,False,3,1,6,Twitter for Android,6,N8
ImHarshpal,4,4,3,4,2,False,5,3,0,Twitter for Android,5,N3
Er_sanky33,4,4,3,4,3,False,1,1,5,Twitter for Android,5,N3
RealBhikhu,4,4,3,3,4,False,8,4,3,Twitter for Android,5,N8
PritishThakare,4,3,3,3,4,False,6,3,0,Twitter for Android,4,N8
vinodsharma1834,4,4,3,4,3,False,2,1,5,Twitter for Android,5,N3
A_P_75,4,3,3,4,4,False,0,2,0,Twitter for Android,4,N3
KhannaPal,4,4,3,4,4,False,0,2,6,Twitter for Android,4,N3
MANOTOSHHALDER2,4,4,3,4,4,False,6,2,0,Twitter for Android,7,N3
MaskedSRKFan,4,3,3,4,4,False,7,4,6,Twitter for Android,5,N3
vipulkharecha,4,2,3,3,4,False,6,1,5,Twitter for Android,5,N8
BJP_RSS,4,3,3,3,4,False,8,1,6,Twitter for Android,5,N8
vikashkumarran1,4,3,3,4,4,False,5,3,0,Twitter for Android,4,N3
Swwagatam,4,4,3,4,3,False,0,1,5,Twitter for Android,5,N3
Akshaysinghel,4,4,3,3,4,False,8,1,4,Twitter for Android,5,N8
tyagi40,4,4,3,4,4,False,9,2,0,Twitter for Android,6,N3
VashishthaRadha,4,4,3,4,4,False,3,3,4,Twitter for Android,5,N3
The_Akash_Jain,4,3,3,3,4,False,6,1,5,Twitter for Android,5,N8
VAvinash,4,4,3,4,4,False,3,2,0,Twitter for Android,4,N3
aishwaryverma9,4,4,3,2,4,False,8,1,0,Twitter for Android,5,N1
rawat_manbir,4,3,3,4,4,False,6,2,6,Twitter for Android,5,N3
sameeullah_dr,4,4,3,4,4,False,7,1,5,Twitter for Android,4,N3
vmohan53,4,4,3,3,4,False,8,1,6,Twitter for Android,5,N8
shubhamamdhare,4,4,3,4,4,False,4,3,0,Twitter for Android,5,N3
girish663,4,4,3,4,4,False,2,2,6,Twitter for Android,5,N3
truth_following,4,4,3,3,4,False,0,1,0,Twitter for Android,5,N8
AkshyChdry,4,4,3,4,4,False,9,1,4,Twitter for Android,5,N3
AdityaZaveri,4,4,3,4,4,False,7,3,0,Twitter for Android,5,N3
jaggirm,4,4,3,4,4,False,1,1,5,Twitter for Android,5,N3
jaibhimkranti,4,4,3,3,4,False,8,1,0,Twitter for Android,5,N8
VickyNamo,4,4,3,4,4,False,4,2,0,Twitter for Android,5,N3
Yogeshbanarasi,4,4,3,4,4,False,7,2,0,Twitter for Android,5,N3
gmkrishna,4,4,3,4,4,False,7,2,0,Twitter for Android,5,N3
defad920f38440c,4,4,3,4,4,False,9,1,0,Twitter for Android,5,N3
magical_munda,4,2,1,2,3,False,6,0,4,Twitter Web Client,7,N4
BjpForBihar,4,0,0,1,3,False,0,0,6,Trendveer,3,N6
rssorg_,4,0,1,1,3,False,0,0,6,TweetRandom Series,4,N5
free_thinker,4,1,3,2,3,False,1,1,6,TweetDeck,2,N1
jitubhaiyajgd,4,3,3,2,2,False,3,4,6,Twitter for Android,6,N4
ShutapaPaul,4,2,3,2,3,False,4,0,6,Twitter for iPhone,7,N5
prasanto,4,4,4,4,4,True,9,4,5,Twitter for Android,4,N3
ranjeetshah0786,4,2,2,1,4,False,3,0,6,Google,5,N5
fatima_zoya26,4,2,3,4,2,False,1,2,6,Twitter for iPhone,6,N3
satyajeettambe,4,2,3,2,0,False,6,4,6,Twitter for iPhone,5,N4
TheCitizen_in,4,3,4,3,1,True,7,0,5,Twitter Web Client,4,N3
AamAadmiParty,4,2,4,4,3,True,5,3,0,Twitter for Android,5,N3
rameshsrivats,4,0,4,3,2,True,6,3,6,Twitter Web Client,6,N2
TOIIndiaNews,4,0,4,4,0,True,0,1,6,cmssocialservice,4,N3
ibtimes_india,4,1,4,4,1,True,4,0,5,Twitter Web Client,5,N3
sabrangindia,4,0,3,2,2,False,0,1,6,Twitter Web Client,3,N1
ankupande,4,1,2,2,3,False,6,4,6,Twitter for iPhone,5,N4
HPCL,4,3,4,3,4,True,4,1,6,TweetDeck,6,N3
DrGarekar,4,4,4,4,4,False,3,1,6,Mobile Web (M5),6,N3
BJP4Andhra,4,2,2,2,2,True,8,2,6,Twitter for Android,5,N4
TheReel_in,4,0,3,2,0,False,0,0,6,Buffer,5,N5
Kmoeti,4,3,4,3,4,False,2,3,6,Twitter for iPhone,4,N3
vccircle,4,2,4,4,2,True,3,0,5,Hootsuite,5,N3
laluprasadrjd,4,2,4,1,0,True,5,3,6,Twitter for Android,4,N3
Abhishek_Mshra,4,0,3,4,3,True,9,1,6,Twitter for iPhone,4,N3
ETNOWlive,4,0,4,4,2,True,4,0,5,Twitter Web Client,4,N3
TeestaSetalvad,4,0,4,2,1,False,0,1,6,Twitter Web Client,3,N3
WeUttarPradesh,4,1,3,3,0,True,2,0,6,Twitter Web Client,5,N8
amitabhk87,4,3,4,3,3,True,4,2,6,Twitter for iPhone,6,N3
24x7Politics,4,2,4,3,4,False,6,0,6,IFTTT,7,N3
NamoApp,4,2,3,2,2,False,0,4,6,TweetDeck,5,N4
drramansingh,4,1,4,2,1,True,3,1,6,Twitter for Android,6,N3
patricklamont1,4,3,4,1,4,False,6,0,6,Buffer,5,N3
01Karn,4,4,4,4,2,False,8,3,6,Twitter for iPhone,5,N3
Tracxn,4,3,4,2,4,True,5,0,5,Twitter Web Client,5,N3
SanjayBragta,4,1,3,2,2,True,7,1,6,Twitter for iPhone,4,N2
NewsWorldIN,4,2,4,4,2,True,6,0,5,Twitter Web Client,4,N3
NeetuGarg6,4,4,4,3,3,False,9,1,6,Twitter for Android,6,N3
LabourMinistry,4,0,3,1,1,True,3,1,6,Twitter Web Client,5,N2
ndtvvideos,4,0,4,4,0,False,0,0,6,NDTV Videos,4,N3
rsprasad,4,3,4,2,3,True,9,3,6,Hootsuite,6,N3
iSupportNamo,4,2,4,4,3,False,4,4,6,TweetDeck,5,N3
sudarsansand,4,4,4,2,2,True,2,2,6,Twitter for iPhone,7,N3
niyambhushan,4,2,4,3,4,False,7,0,6,Buffer,6,N3
iamKavithaRao,4,0,3,2,0,False,4,1,6,Twitter for iPhone,5,N1
MobiKwik,4,3,4,3,4,True,3,2,6,Twitter Web Client,6,N3
mpvadodara,4,3,3,2,0,True,0,1,6,Twitter for Android,5,N2
TOIStartups,4,1,4,1,2,True,6,0,6,Twitter for iPhone,4,N2
NalakaG,4,4,4,3,2,True,5,4,6,Twitter Web Client,4,N3
vikatan,4,1,4,4,1,False,4,1,6,TweetDeck,5,N3
Jansatta,4,0,4,4,1,False,0,0,6,Hootsuite,5,N3
arunjaitley,4,0,4,1,2,True,1,3,6,Twitter for iPhone,6,N2
iFaridoon,4,3,4,4,3,True,2,0,6,Twitter for Android,8,N3
INCIndia,4,2,4,4,4,True,7,3,6,TweetDeck,4,N3
DrGurdeepParhar,4,2,4,2,3,False,1,0,6,drumup.io,5,N3
TruthOfGujarat,4,0,4,2,0,False,0,1,6,Buffer,4,N3
narendramodi,4,0,4,3,4,True,8,4,6,Twitter Web Client,6,N3
TheSayingTruth,4,1,4,2,0,False,6,2,6,Twitter Web Client,5,N3
SirPareshRawal,4,1,4,1,2,True,2,3,6,Twitter for iPhone,6,N2
abhisar_sharma,4,4,4,3,2,True,0,2,6,Twitter for Android,4,N3
anirbanganguly,4,3,4,3,4,False,5,1,6,Twitter for Android,5,N3
zee24taasnews,4,1,4,4,1,False,7,0,6,TweetDeck,5,N3
jayantsinha,4,2,4,2,2,True,3,1,6,Hootsuite,6,N2
NCRCorporation,4,3,4,3,4,True,4,0,6,Spredfast app,6,N3
amritabhinder,4,4,4,4,4,True,5,3,6,Twitter for iPhone,4,N3
mathrubhumieng,4,2,4,4,3,False,3,0,6,Twitter Web Client,4,N3
ETHindi,4,0,4,2,0,False,6,1,6,TweetDeck,5,N3
NavbharatTimes,4,0,4,4,3,True,8,1,6,Twitter Web Client,4,N3
Datoism,4,4,4,3,4,False,1,4,6,Twitter Web Client,5,N3
AmitShah,4,1,4,2,2,True,4,3,6,Twitter for Android,5,N3
TVMohandasPai,4,1,4,4,2,False,5,2,6,Twitter for iPhone,6,N3
CaribCookSchool,4,3,4,3,4,False,2,0,6,Twitter Web Client,7,N3
IndiaTodayTech,4,0,4,2,0,True,0,1,6,Hootsuite,4,N2
MaheishGirri,4,2,4,3,3,True,8,2,6,Twitter for Android,5,N3
sffed,4,2,4,2,4,True,3,0,6,Buffer,6,N3
sureshpprabhu,4,1,4,3,1,True,5,1,6,Twitter for iPhone,6,N2
IndiaToday,4,3,4,4,2,True,7,0,6,Hootsuite,4,N3
RidlrMUM,4,4,4,4,2,False,2,1,6,TweetDeck,4,N3
BJP4India,4,0,4,4,0,True,6,2,6,Twitter Web Client,5,N3
MissionBJP2019,4,3,4,3,4,False,7,3,6,Twitter for Android,4,N3
AashishKhetan,4,1,4,3,3,True,6,4,6,Twitter Web Client,5,N2
shareenpathak,4,2,4,2,4,False,1,0,6,Twitter for iPhone,5,N3
TRUNEWS,4,3,4,4,2,False,4,3,6,Twitter Web Client,4,N3
BORN4WIN,4,0,4,2,0,False,5,1,6,Twitter Web Client,5,N3
jasuja,4,4,4,4,3,True,3,2,6,Twitter for iPhone,5,N3
